Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.46,34.41,4.73,109.75,62.3,22.39,15.65,60.97,27.4,107.5
Feb,1.06,6.47,0.0,0.0,1.14,0.84,0.22,0.9,0.0,4.1
Mar,29.72,25.3,0.0,0.9,25.39,27.3,3.7,27.44,34.69,0.4
Apr,11.5,53.49,29.83,0.1,18.44,9.75,7.56,41.54,18.47,13.3
May,123.54,118.28,18.84,105.92,196.11,55.26,99.15,191.75,60.11,26.0
Jun,66.05,51.0,17.7,70.31,56.44,36.86,53.29,42.32,51.62,94.9
Jul,64.6,54.38,14.97,91.44,76.64,22.21,52.25,82.63,36.3,1.3
Aug,85.6,105.75,17.3,81.95,71.26,54.25,43.2,84.71,65.92,17.1
Sep,117.96,119.22,41.56,100.2,106.2,95.6,92.59,150.5,91.12,84.4
Oct,216.61,281.08,77.5,114.3,247.51,245.97,180.22,327.01,249.98,312.4
Nov,264.78,289.58,89.72,285.65,411.55,311.38,277.15,392.0,315.3,561.7
Dec,124.21,162.77,65.24,77.9,221.97,175.42,122.91,113.32,181.9,78.3
