Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.68,14.95,0.0,25.27,0.0,8.02,22.23,4.65,6.5,23.8
Feb,11.37,12.86,14.38,96.29,13.85,26.12,0.0,0.0,13.71,30.3
Mar,34.99,2.47,21.1,28.1,17.01,2.21,8.28,22.16,20.61,5.4
Apr,3.95,5.52,0.0,8.12,22.72,0.0,26.14,20.73,13.88,14.3
May,9.23,10.63,7.2,5.6,15.42,0.17,3.44,13.62,5.33,4.8
Jun,27.01,36.6,5.8,184.5,100.15,27.42,189.86,100.17,36.93,61.1
Jul,109.61,139.26,42.47,233.88,182.22,124.95,185.93,182.58,155.91,221.0
Aug,116.17,138.14,60.05,122.66,159.72,130.15,117.03,167.33,147.44,49.7
Sep,156.64,128.83,43.64,133.32,110.06,82.04,124.61,108.68,89.4,328.0
Oct,4.88,13.88,17.87,0.0,9.24,9.01,0.0,44.44,10.01,0.0
Nov,0.46,3.95,15.38,1.15,14.69,5.25,0.54,18.72,0.0,0.0
Dec,3.82,11.71,0.0,0.1,14.1,0.25,15.56,31.92,3.3,0.0
