Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.53,0.0,4.88,8.4,3.84,0.0,7.9,0.0,3.95,1.5
Feb,4.19,7.4,16.83,13.27,28.71,1.01,22.91,26.68,0.0,0.0
Mar,17.0,3.3,8.55,3.5,5.19,1.38,1.03,5.06,2.69,0.0
Apr,0.0,14.07,13.14,0.0,17.43,0.0,6.24,3.1,9.52,68.0
May,25.72,17.51,10.9,22.35,8.92,7.94,16.35,20.36,9.21,51.2
Jun,246.31,196.4,64.96,195.83,167.12,56.29,197.0,215.09,100.71,74.2
Jul,411.66,341.52,121.37,353.7,380.23,275.27,348.66,367.71,294.21,558.8
Aug,0.0,253.38,125.38,246.0,328.05,313.42,365.63,249.73,328.75,420.6
Sep,87.71,153.65,47.34,161.0,150.47,132.4,155.99,115.82,140.55,67.1
Oct,40.0,36.87,16.04,25.95,36.6,34.14,41.07,46.65,27.82,0.0
Nov,11.33,11.06,0.17,0.0,12.9,10.96,1.98,34.08,11.4,0.0
Dec,0.06,0.0,5.97,0.0,10.53,0.0,2.6,0.0,12.61,0.0
