Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.55,9.25,20.31,0.02,0.0,6.56,0.0,0.0,9.41,0.0
Feb,0.01,5.66,26.96,6.13,6.24,11.7,4.36,14.67,8.69,19.8
Mar,3.28,2.76,5.96,1.96,0.0,0.0,0.95,0.56,9.37,1.5
Apr,16.78,10.82,19.09,30.62,24.99,0.0,31.2,34.7,24.13,17.7
May,11.41,13.7,29.05,30.26,29.43,2.57,15.97,37.89,3.76,29.7
Jun,129.71,138.55,52.1,118.98,138.64,71.74,131.59,165.42,105.56,173.4
Jul,243.39,348.16,94.89,313.97,334.98,264.32,318.63,293.36,283.71,279.3
Aug,358.5,359.2,81.43,318.5,300.9,284.09,316.28,314.02,293.16,266.0
Sep,220.46,279.33,36.3,198.15,214.28,203.01,209.59,352.05,212.67,103.5
Oct,6.79,22.73,5.03,11.27,15.44,53.4,24.9,30.7,67.1,2.3
Nov,0.58,1.78,0.0,0.0,2.13,0.0,2.52,0.0,12.07,0.0
Dec,21.02,2.69,18.04,0.0,5.16,0.0,5.49,13.91,0.0,48.4
