Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.51,16.76,9.41,2.58,0.0,21.74,10.88,4.14,18.54,0.0
Feb,4.44,9.21,2.45,6.65,13.6,23.32,6.79,15.52,1.94,26.0
Mar,28.53,26.85,25.19,1.64,3.89,16.97,0.34,11.63,11.33,0.0
Apr,3.65,9.15,0.0,0.52,0.93,0.0,0.0,3.54,14.94,3.6
May,4.24,8.69,15.75,0.74,0.0,11.98,0.19,0.0,0.0,0.0
Jun,180.17,190.65,44.66,152.11,135.76,102.1,165.7,143.68,117.44,148.2
Jul,362.56,446.92,66.81,226.66,396.03,375.27,451.09,515.62,378.84,197.1
Aug,646.47,378.88,69.32,142.99,277.13,281.98,267.82,299.16,283.8,142.5
Sep,143.4,338.43,32.19,171.18,164.78,159.01,138.66,43.98,156.74,107.3
Oct,47.27,67.76,7.19,1.18,65.25,53.27,7.65,77.26,52.53,2.7
Nov,1.07,24.94,26.47,3.56,2.44,8.35,1.67,2.22,15.83,9.2
Dec,0.5,8.74,10.4,0.0,7.13,18.78,0.0,4.66,0.0,0.8
