Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.17,0.4,0.0,0.1,1.61,0.0,0.0,1.59,6.74,0.0
Feb,0.1,0.0,6.34,0.08,0.0,1.2,0.09,0.0,0.0,0.0
Mar,0.01,0.0,0.0,0.01,1.13,0.0,0.7,0.0,8.7,0.0
Apr,0.24,2.02,0.0,0.0,1.8,0.0,0.0,1.51,0.0,0.0
May,0.0,1.86,0.0,0.0,0.54,0.0,0.0,1.34,3.49,0.0
Jun,38.7,0.0,73.34,32.0,66.03,82.73,68.92,83.29,101.97,14.4
Jul,311.91,308.91,92.0,204.6,167.67,229.71,204.6,184.52,235.09,256.4
Aug,169.43,177.83,48.42,129.11,87.63,161.56,168.93,7.86,162.94,73.0
Sep,61.03,74.15,16.95,3.9,72.54,109.39,13.85,33.81,119.74,25.5
Oct,0.08,13.62,21.31,0.0,0.0,9.92,0.0,0.0,4.72,0.3
Nov,13.09,14.7,13.66,0.0,0.0,0.0,0.0,0.0,11.91,0.0
Dec,0.08,1.16,0.0,0.1,0.02,0.0,0.1,0.03,4.34,0.0
