Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,10.02,2.17,7.19,13.54,17.18,7.04,17.96,20.65,30.2
Feb,35.66,27.02,12.28,22.3,26.39,5.05,21.09,23.79,16.16,60.9
Mar,76.22,44.55,27.55,66.29,67.37,57.3,50.19,13.78,61.26,189.2
Apr,124.01,152.75,27.94,171.58,192.64,191.24,191.57,166.42,211.76,148.6
May,244.59,186.97,49.44,236.41,265.42,220.63,227.9,97.55,230.13,250.3
Jun,230.42,285.18,125.72,234.7,353.93,332.51,309.55,323.46,336.33,279.4
Jul,349.73,310.52,84.02,444.14,360.82,329.81,330.46,364.96,330.1,228.7
Aug,227.45,256.68,116.11,192.2,338.9,323.41,317.92,393.76,325.47,80.6
Sep,208.44,275.62,72.11,260.36,185.99,327.81,250.02,189.0,336.65,181.9
Oct,135.53,105.88,40.35,51.94,112.57,107.57,123.96,97.52,108.13,40.4
Nov,0.0,21.97,0.0,15.44,41.28,33.28,13.23,113.32,30.36,14.4
Dec,12.44,13.76,22.29,24.25,19.3,20.91,5.09,24.44,9.31,35.5
