Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.29,1.18,0.01,0.02,0.0,0.1,0.0,8.03,0.09,0.0,3.56,0.0
Feb,0.1,0.16,0.0,0.1,0.58,0.0,0.13,1.9,1.09,0.18,1.94,0.0,0.0
Mar,0.26,1.67,0.34,0.99,4.03,3.38,0.69,7.45,0.87,6.53,17.48,4.24,2.9
Apr,4.68,11.23,0.3,16.77,14.58,13.12,28.76,15.96,8.23,24.44,21.16,19.01,7.0
May,21.04,57.74,32.88,16.51,36.4,48.34,9.35,20.02,43.33,9.81,19.84,42.33,38.9
Jun,621.49,540.51,0.0,542.06,563.01,0.0,193.62,285.2,210.28,219.68,284.77,211.52,355.9
Jul,631.79,663.23,0.0,632.25,673.2,0.0,737.7,601.68,0.0,741.07,648.0,0.0,787.5
Aug,390.84,396.4,0.0,366.93,402.98,0.0,371.85,461.12,0.0,372.3,495.26,0.0,486.5
Sep,180.05,228.08,300.48,220.3,224.4,301.59,0.0,0.0,229.27,33.52,0.0,239.8,101.3
Oct,144.39,124.46,130.98,130.97,124.33,132.7,91.3,89.78,133.88,115.18,91.7,131.26,33.4
Nov,19.81,29.73,2.26,20.64,30.05,24.11,4.15,4.78,0.0,4.56,12.12,7.25,16.4
Dec,0.31,9.28,0.0,0.56,9.26,7.36,0.14,6.3,15.34,1.47,11.66,0.89,5.0
