Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.97,7.42,0.0,0.0,0.03,0.0,5.52,0.48,2.71,0.0
Feb,0.9,0.72,11.87,3.44,3.59,0.0,0.0,0.0,3.32,0.0
Mar,11.31,0.0,0.0,4.11,4.68,10.54,4.06,4.44,5.93,0.0
Apr,19.0,32.72,0.0,5.21,36.36,10.31,64.61,65.15,16.15,13.9
May,48.75,48.87,3.15,58.51,45.47,47.27,40.38,111.99,46.84,32.1
Jun,119.3,132.99,67.04,61.51,141.57,137.48,197.09,266.13,147.36,91.7
Jul,359.73,332.4,131.42,361.9,390.11,376.64,347.49,457.35,385.55,612.9
Aug,310.36,268.3,121.04,299.1,287.9,252.83,298.91,284.15,269.7,782.9
Sep,254.39,196.34,94.73,269.88,244.64,220.97,285.24,247.01,227.58,199.4
Oct,48.28,78.44,23.61,48.15,89.9,95.23,70.89,90.75,100.38,63.9
Nov,2.38,25.25,0.0,0.7,9.85,1.64,0.91,5.72,11.06,0.0
Dec,1.75,5.03,7.08,0.56,0.55,3.03,0.29,9.19,0.0,84.2
