Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.72,19.61,6.5,6.75,0.0,17.11,3.94,0.0,12.72,0.0
Feb,1.27,12.74,0.0,1.49,6.6,0.0,0.59,11.47,21.36,19.8
Mar,4.15,8.58,16.54,1.01,0.0,13.99,2.16,5.56,10.58,0.9
Apr,2.14,3.3,19.06,0.85,3.88,0.0,1.35,2.64,16.2,2.9
May,2.83,3.67,0.0,6.06,5.98,0.07,0.0,5.8,9.64,3.0
Jun,131.09,131.82,65.83,132.24,134.07,57.83,133.81,135.63,98.9,78.2
Jul,293.66,316.1,117.37,441.22,393.56,363.84,347.75,372.34,380.57,439.0
Aug,304.15,357.9,100.23,436.5,373.61,339.32,333.86,431.5,344.28,450.3
Sep,251.21,233.83,74.45,159.54,198.89,169.13,144.92,145.38,174.64,87.8
Oct,21.83,30.4,14.61,26.25,43.91,17.23,22.68,55.8,32.88,0.0
Nov,3.28,15.2,0.0,0.1,0.0,9.71,0.0,0.0,17.44,0.0
Dec,2.07,11.84,0.0,5.78,0.39,0.0,8.37,2.7,3.75,0.2
