Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,52.9,104.39,19.15,115.48,0.0,34.99,38.11,0.0,48.16,1.8
Feb,142.75,145.67,21.61,59.3,115.4,80.54,58.72,121.98,77.87,113.4
Mar,74.36,101.31,34.59,233.08,0.0,41.15,94.76,0.0,64.07,74.0
Apr,123.94,98.44,19.09,94.03,110.14,14.01,93.33,112.35,58.07,166.4
May,59.54,76.77,31.28,72.23,72.68,11.0,72.36,68.41,49.42,78.6
Jun,110.55,64.51,46.62,104.03,107.23,30.65,98.31,87.71,62.05,177.0
Jul,157.63,104.93,56.53,208.7,144.45,88.71,208.71,152.81,95.7,88.4
Aug,115.91,107.34,38.09,117.45,176.5,115.32,140.87,169.28,133.68,108.8
Sep,179.01,88.98,9.83,141.73,170.03,100.55,174.74,226.32,115.3,154.4
Oct,28.23,25.99,18.95,8.21,28.15,12.77,0.0,41.77,7.96,25.8
Nov,10.57,23.74,0.0,45.4,61.6,4.95,120.07,61.59,21.28,90.0
Dec,1.9,38.09,0.0,35.31,36.17,4.43,44.03,23.33,33.04,56.6
