Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.6,6.51,0.0,0.18,0.0,2.94,0.12,0.0,3.87,13.8
Feb,14.47,18.67,20.66,10.83,20.47,29.0,8.16,30.36,25.81,8.4
Mar,46.99,57.63,27.23,11.1,66.73,63.19,26.01,43.64,63.65,40.0
Apr,178.89,183.13,45.43,249.87,174.04,177.78,111.9,212.05,188.08,219.6
May,403.66,406.68,127.41,299.39,318.34,334.07,386.36,24.34,343.85,695.9
Jun,519.06,501.18,157.41,333.41,306.38,294.9,309.38,303.84,301.04,630.7
Jul,446.22,482.47,167.68,208.1,247.97,236.76,224.48,203.94,242.29,161.2
Aug,435.46,456.85,142.54,462.99,416.44,341.69,449.98,381.22,350.5,415.9
Sep,268.04,290.97,91.48,293.07,324.34,271.69,289.12,329.85,276.1,188.2
Oct,164.44,247.31,43.5,0.0,231.39,159.03,126.82,364.38,167.46,95.4
Nov,11.57,47.69,0.0,0.0,0.0,28.87,0.0,16.44,28.44,13.5
Dec,2.4,6.33,0.0,17.51,0.0,13.69,0.0,0.0,17.94,28.0
