Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.27,1.5,14.71,12.09,0.0,0.0,10.72,0.0,1.57,0.0
Feb,0.07,2.32,0.0,0.0,0.0,9.7,0.38,1.26,9.98,0.2
Mar,1.8,4.92,0.0,0.69,1.08,0.0,1.62,4.51,0.0,0.0
Apr,15.38,17.61,0.0,5.0,9.95,0.0,15.48,14.93,1.84,18.4
May,9.92,0.0,30.44,27.35,13.87,6.56,15.59,12.71,9.55,19.9
Jun,102.87,104.55,13.62,137.07,127.64,75.01,123.38,135.36,90.5,122.7
Jul,184.02,185.08,64.1,156.49,128.2,92.39,145.19,114.26,91.85,46.9
Aug,108.98,120.04,36.1,29.2,115.56,105.19,74.83,0.0,107.78,61.5
Sep,93.98,117.4,28.68,73.85,84.79,123.7,119.81,84.44,122.01,41.5
Oct,0.85,49.84,11.2,47.14,83.87,52.46,0.0,89.24,57.99,18.4
Nov,34.79,37.01,2.64,30.93,28.4,8.92,6.86,25.05,26.37,18.8
Dec,0.68,3.83,6.83,0.9,2.24,6.04,0.0,2.67,16.87,0.0
