Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.38,11.36,0.0,7.51,12.54,0.0,0.0,3.35,6.57,0.0,3.32,3.5,0.0
Feb,4.65,10.38,0.23,2.0,8.7,0.0,0.24,6.58,0.0,0.94,8.75,4.93,0.0
Mar,32.76,12.61,20.58,16.62,11.37,0.0,0.35,0.0,0.0,0.0,0.0,11.79,1.3
Apr,16.33,14.4,11.0,11.66,26.22,0.0,53.96,32.52,0.0,53.48,47.27,41.87,50.0
May,106.31,81.57,122.88,88.12,88.06,113.56,140.19,64.9,102.28,137.04,56.78,101.6,73.2
Jun,175.95,184.09,94.38,177.83,219.92,110.3,338.5,263.87,120.21,334.77,276.46,142.36,150.5
Jul,328.41,328.26,0.0,316.07,335.86,0.0,330.87,303.19,358.25,342.21,423.29,345.84,258.6
Aug,290.5,291.69,487.42,292.51,303.24,494.06,246.82,94.26,302.86,279.86,68.62,267.88,230.4
Sep,215.24,214.2,86.16,199.77,259.05,86.92,146.81,253.1,113.95,153.3,218.13,134.92,143.4
Oct,61.82,77.3,19.55,61.99,77.3,30.78,72.75,91.65,35.82,70.68,89.98,59.26,11.3
Nov,0.3,6.6,0.0,0.3,6.51,0.0,0.0,0.09,9.45,0.0,0.13,0.0,0.0
Dec,0.1,1.96,0.0,0.13,1.56,10.01,0.09,0.04,0.0,0.08,0.02,3.4,5.1
