Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.2,8.68,1.07,10000,10000,10000,10000,10000,10000,5.28
Feb,2.73,6.49,20.03,10000,10000,10000,10000,10000,10000,0.41
Mar,2.87,0.0,0.84,10000,10000,10000,10000,10000,10000,1.52
Apr,1.67,4.2,22.44,10000,10000,10000,10000,10000,10000,24.62
May,0.0,0.38,16.21,10000,10000,10000,10000,10000,10000,23.9
Jun,176.08,193.65,81.06,10000,10000,10000,10000,10000,10000,231.19
Jul,363.64,235.45,124.48,10000,10000,10000,10000,10000,10000,153.14
Aug,290.29,368.95,129.37,10000,10000,10000,10000,10000,10000,338.27
Sep,257.16,258.65,80.15,10000,10000,10000,10000,10000,10000,244.85
Oct,41.53,45.88,10.23,10000,10000,10000,10000,10000,10000,6.98
Nov,1.94,6.09,7.59,10000,10000,10000,10000,10000,10000,0.15
Dec,1.8,4.72,0.0,10000,10000,10000,10000,10000,10000,0.0
