Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.35,0.94,0.28,5.67,0.0,0.59,12.73,8.43,0.33,6.56,8.88,0.0
Feb,0.55,5.26,0.0,0.09,6.9,0.0,0.1,12.3,6.74,0.0,0.0,12.27,0.0
Mar,4.24,4.79,0.0,0.83,5.74,0.0,0.0,1.8,10.37,0.0,1.43,2.24,1.7
Apr,14.79,16.53,1.16,13.86,33.27,20.45,16.91,19.65,22.41,19.42,106.1,22.39,14.1
May,26.75,47.06,12.1,34.26,69.66,38.55,55.08,94.53,38.92,55.07,112.41,63.23,31.8
Jun,83.96,91.75,101.36,88.61,92.78,103.58,157.97,244.35,144.16,158.52,403.4,174.5,114.2
Jul,117.85,119.22,118.67,122.71,138.83,120.74,100.86,113.4,126.79,98.28,118.04,145.46,136.0
Aug,112.6,138.18,159.6,128.79,171.59,156.52,200.44,164.22,170.12,204.36,47.72,165.1,210.8
Sep,141.79,147.86,121.02,140.45,160.11,122.48,170.44,210.1,147.62,171.57,203.23,157.77,64.9
Oct,162.25,154.15,75.77,153.85,153.6,76.22,203.96,167.11,109.27,188.33,164.29,127.56,18.1
Nov,41.37,90.96,4.25,40.45,73.81,22.48,20.84,62.65,59.57,19.22,63.48,26.79,18.1
Dec,2.65,12.94,0.0,3.55,16.06,16.51,0.0,0.0,16.36,0.0,0.0,15.91,50.1
