Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.55,18.06,6.59,11.51,17.95,10.32,0.0,18.8,5.62,0.0,14.76,23.44,1.0
Feb,5.28,10.38,0.54,6.12,8.1,0.0,8.69,6.01,13.9,12.69,2.66,23.69,2.3
Mar,2.16,6.36,0.0,2.38,6.06,18.03,0.0,0.0,6.36,0.0,0.0,3.19,0.0
Apr,1.48,3.28,0.0,2.57,4.31,0.0,14.27,7.14,0.0,11.95,9.22,0.0,8.3
May,8.43,5.51,0.0,14.73,6.77,5.27,16.1,17.26,1.11,0.56,13.76,0.0,16.7
Jun,66.8,82.99,19.03,65.8,81.01,34.22,24.26,64.55,16.95,24.26,45.14,45.36,34.6
Jul,276.94,291.69,0.0,276.5,290.58,0.0,152.73,178.84,145.36,154.82,295.1,157.51,411.3
Aug,241.35,260.12,0.0,255.1,252.33,0.0,263.56,249.04,133.17,262.32,320.99,137.76,228.0
Sep,125.32,142.21,39.85,112.26,119.5,47.19,69.92,55.57,43.46,60.75,56.55,53.93,129.1
Oct,19.87,24.07,7.8,23.16,19.26,6.55,36.64,49.33,31.06,36.75,51.11,30.82,0.0
Nov,1.79,11.64,0.0,1.38,9.71,9.25,0.14,1.11,4.11,0.0,0.0,1.67,0.0
Dec,3.2,6.85,0.62,3.09,6.76,6.12,5.62,7.99,3.68,5.68,8.69,2.46,0.0
