Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.64,6.27,0.0,13.88,0.0,7.36,4.26,0.0,1.96,0.0
Feb,0.13,1.59,0.0,0.0,0.0,20.51,0.0,0.0,0.0,0.0
Mar,2.55,1.28,7.87,0.1,0.0,3.33,1.39,0.0,4.39,0.0
Apr,0.84,1.75,0.0,0.1,2.24,0.89,0.0,2.64,5.4,0.0
May,0.12,5.56,0.0,1.26,0.0,9.08,0.0,0.0,0.0,0.0
Jun,43.78,48.47,16.35,77.3,68.36,37.81,45.97,70.55,39.87,58.6
Jul,250.15,257.13,106.5,205.11,330.95,266.54,253.67,352.67,292.71,415.5
Aug,162.97,246.29,82.47,354.78,334.63,301.71,296.19,390.32,312.91,199.5
Sep,110.04,237.53,54.12,122.79,117.19,70.78,130.04,116.93,77.4,273.0
Oct,2.63,12.11,23.16,3.0,16.02,22.5,4.36,13.31,2.26,0.0
Nov,0.62,15.77,20.28,0.97,25.4,9.82,1.6,39.17,34.34,0.0
Dec,5.04,5.93,17.43,1.87,7.92,11.2,6.9,20.27,0.3,0.0
