Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.63,15.32,4.21,17.06,14.99,1.26,24.65,23.88,22.45,25.09,20.16,7.94,0.0
Feb,10.51,14.86,0.0,9.2,13.14,5.83,5.17,8.76,10.14,5.37,14.93,10.11,18.7
Mar,9.95,11.14,2.28,9.31,11.0,16.14,14.34,0.0,10.22,10.58,0.0,1.06,0.3
Apr,5.04,6.97,0.91,3.63,8.37,0.0,0.0,12.14,0.0,0.0,22.12,7.32,7.3
May,11.06,16.88,0.0,11.18,16.84,15.27,52.81,18.7,3.79,65.62,19.76,0.0,6.4
Jun,102.25,95.94,32.66,84.87,101.99,53.0,31.55,73.8,23.49,30.88,51.05,39.41,63.9
Jul,242.26,257.91,130.37,257.58,255.55,144.65,354.2,338.81,139.66,354.61,334.21,189.97,482.2
Aug,270.61,264.23,148.33,265.29,267.9,158.02,160.52,204.59,151.06,157.65,209.93,161.2,345.6
Sep,133.36,149.37,116.77,127.76,146.23,123.85,291.99,110.78,133.79,260.33,106.06,134.52,105.7
Oct,16.43,26.08,0.63,16.06,26.1,7.7,45.33,17.22,4.84,40.24,10.49,22.79,1.6
Nov,0.43,3.16,0.27,0.73,4.17,0.0,0.5,3.23,8.05,1.87,7.8,1.12,2.4
Dec,2.71,4.86,0.0,1.21,4.77,10.6,0.46,1.9,8.41,0.38,1.56,0.0,0.0
