Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.08,12.75,18.93,3.45,0.0,2.41,0.24,0.0,3.33,0.0
Feb,0.94,7.48,17.96,9.9,4.3,0.79,3.27,9.31,0.0,9.9
Mar,0.99,6.03,23.86,0.0,0.0,3.55,0.0,0.0,1.63,0.7
Apr,0.48,3.66,0.0,0.0,4.5,0.0,0.0,0.0,5.69,2.8
May,3.85,4.07,0.0,6.35,0.0,9.84,0.0,0.0,9.12,0.1
Jun,107.31,109.7,46.53,109.01,147.13,87.11,93.46,180.38,109.41,188.1
Jul,457.44,428.84,120.05,349.6,406.08,376.98,382.72,423.13,384.4,449.8
Aug,337.3,377.28,111.17,213.43,310.89,298.79,342.32,372.69,304.83,249.0
Sep,367.49,404.45,74.42,132.55,141.42,136.69,149.61,29.07,131.35,164.3
Oct,10.02,20.27,10.96,8.61,42.37,15.16,8.28,59.38,32.42,0.2
Nov,0.73,16.35,0.0,1.67,2.81,16.86,2.09,1.99,2.53,0.0
Dec,0.22,16.06,0.0,0.0,2.3,0.0,1.72,15.86,0.0,0.0
