Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.93,17.79,0.0,0.0,6.73,0.0,5.65,13.57,5.02,0.0
Feb,11.25,13.91,19.62,19.95,12.47,0.5,6.6,5.09,18.99,0.0
Mar,1.65,0.0,22.38,0.1,1.34,9.21,0.08,0.73,0.46,0.7
Apr,5.94,8.3,11.6,7.1,10.05,6.04,8.29,10.51,0.0,7.6
May,18.91,27.68,8.18,15.04,61.73,40.41,11.86,62.45,33.93,17.0
Jun,87.61,85.06,47.57,74.4,77.6,55.65,66.42,90.56,57.5,42.0
Jul,298.09,182.08,100.85,250.9,230.54,189.17,246.37,226.43,203.57,260.3
Aug,230.6,222.61,110.7,181.0,219.81,185.56,181.38,211.31,198.94,224.6
Sep,210.17,138.54,70.98,158.58,173.14,160.23,181.16,169.2,163.63,96.8
Oct,43.53,59.99,26.85,19.98,30.6,43.3,18.53,25.51,53.91,1.4
Nov,1.38,7.06,20.5,0.14,1.63,0.0,0.08,0.0,2.52,0.0
Dec,0.62,1.85,0.0,0.37,0.41,4.35,0.0,0.0,0.0,1.1
