Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.74,19.04,19.53,0.0,6.17,16.4,13.1,13.4,12.79,0.0
Feb,4.43,10.28,9.92,3.08,14.42,18.0,10.73,11.96,1.19,2.2
Mar,0.15,0.0,0.0,3.4,0.72,20.38,4.2,0.51,0.66,0.0
Apr,1.64,3.3,4.64,2.0,7.8,3.21,10.68,7.02,0.0,17.0
May,3.22,8.5,26.57,18.06,35.21,21.6,18.69,36.9,10.33,15.2
Jun,51.61,51.56,28.58,39.8,100.31,49.54,27.77,95.68,64.68,32.0
Jul,195.06,205.44,101.61,270.6,240.91,181.31,234.8,241.66,205.18,369.6
Aug,291.07,269.41,94.53,282.73,202.35,187.55,268.62,197.09,192.07,320.5
Sep,243.6,211.4,42.73,151.62,131.89,121.11,155.92,139.41,122.14,161.6
Oct,22.03,40.81,12.08,0.0,29.32,37.4,4.41,40.23,51.82,0.0
Nov,0.52,6.08,7.63,0.1,6.63,5.35,0.16,6.6,20.65,0.0
Dec,1.03,4.95,0.0,3.24,1.55,10.68,1.44,1.96,9.39,0.0
