Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.92,13.73,4.8,10.6,12.62,3.34,0.0,10.2,5.09,0.0,6.15,10.59,0.0
Feb,13.2,11.19,0.04,15.55,11.38,5.22,13.2,6.78,11.45,11.95,8.3,11.02,0.0
Mar,3.35,6.56,0.05,2.09,6.1,13.51,1.9,0.84,0.0,0.16,0.0,0.0,0.0
Apr,3.89,5.12,0.0,3.32,6.07,5.34,1.93,2.98,9.06,0.0,0.0,0.0,0.0
May,8.72,11.95,6.53,7.12,12.14,7.84,36.41,22.56,9.45,19.82,15.42,11.28,8.0
Jun,79.18,98.93,21.25,78.51,105.53,55.96,58.12,128.81,23.41,57.97,114.94,67.21,26.2
Jul,253.78,290.94,93.76,271.51,291.31,142.93,21.84,242.19,200.12,119.59,320.58,198.72,275.3
Aug,228.37,260.14,128.97,223.83,259.7,129.56,163.24,175.15,116.55,162.04,234.21,133.27,300.8
Sep,176.2,177.69,123.91,181.33,172.66,123.61,120.93,86.27,113.51,120.13,85.3,114.01,131.6
Oct,34.49,37.0,0.44,34.71,36.53,21.58,55.83,74.89,54.43,55.3,75.8,34.97,0.0
Nov,0.27,4.22,0.0,0.2,4.72,10.26,0.0,4.6,18.04,0.0,0.7,4.13,0.0
Dec,0.77,4.89,0.86,1.03,4.73,5.73,0.39,1.52,0.64,0.37,1.38,0.0,0.0
