Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,17.09,0.0,11.21,0.0,4.76,34.57,0.0,0.0,0.0
Feb,0.1,2.06,0.0,16.66,0.0,0.0,1.3,0.0,2.72,0.0
Mar,3.54,0.0,4.99,13.32,0.0,0.0,25.66,0.0,1.35,0.0
Apr,0.1,0.14,8.35,0.1,3.31,0.0,0.75,3.71,2.73,9.4
May,0.1,0.13,0.0,0.0,5.67,0.0,9.54,8.98,8.1,33.8
Jun,18.31,25.98,49.49,12.3,55.41,54.59,12.98,55.94,63.25,18.4
Jul,109.55,160.0,134.49,205.4,169.16,148.12,174.37,182.04,165.51,201.6
Aug,262.72,227.29,123.84,188.0,287.73,173.91,236.23,309.2,176.72,134.4
Sep,130.96,144.37,73.8,87.6,119.54,74.84,192.44,174.03,65.56,68.0
Oct,0.21,6.62,29.52,0.0,24.6,29.73,0.0,28.27,12.23,0.0
Nov,11.14,12.4,0.0,0.1,0.0,0.0,0.08,0.0,5.52,0.0
Dec,4.68,8.48,5.28,0.1,2.82,9.54,29.85,11.49,3.97,0.0
