Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.13,1.71,0.34,0.17,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0
Feb,0.1,0.54,0.0,0.11,0.37,0.0,0.0,0.0,0.6,0.0,0.0,3.41,0.0
Mar,0.66,2.47,0.73,0.2,2.14,15.82,0.0,0.72,0.0,0.0,0.6,0.0,0.0
Apr,0.27,1.99,0.78,0.29,2.93,0.0,0.48,6.61,0.27,2.13,9.67,4.84,0.0
May,1.64,6.86,0.0,2.5,22.35,0.0,1.77,33.09,9.27,1.98,65.0,30.92,0.0
Jun,162.8,134.12,82.74,148.32,143.16,85.36,99.38,37.03,46.86,95.54,41.49,48.49,128.0
Jul,329.67,328.83,0.0,317.55,300.41,0.0,377.94,318.79,0.0,390.63,434.98,0.0,284.9
Aug,237.62,266.11,113.22,237.14,237.06,129.96,222.94,144.64,180.63,196.33,217.62,177.45,228.9
Sep,168.47,178.96,108.58,165.82,177.4,114.03,124.01,97.4,126.23,128.81,126.55,126.59,132.7
Oct,7.28,24.46,1.41,14.37,24.48,4.49,79.49,69.04,18.83,79.36,40.22,27.16,0.0
Nov,0.1,13.76,0.0,0.75,14.83,2.39,0.28,0.0,12.17,0.31,2.92,11.64,0.0
Dec,0.11,2.17,0.0,0.12,2.47,8.87,0.0,0.0,0.0,0.0,0.0,2.86,0.0
