Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.43,16.94,8.97,0.1,8.71,7.9,33.97,20.47,15.99,0.0
Feb,16.73,12.82,26.08,27.17,10.5,10.84,13.58,4.82,12.0,0.0
Mar,3.19,0.0,14.72,0.1,0.0,5.28,5.36,0.5,3.14,0.0
Apr,4.27,6.38,2.6,15.77,14.14,2.35,19.46,14.81,3.01,1.1
May,16.66,27.33,0.0,13.83,105.45,4.5,29.75,117.81,40.71,41.1
Jun,96.22,87.3,64.62,55.92,80.69,50.87,48.86,85.21,64.9,6.6
Jul,211.2,194.91,126.91,229.49,238.06,170.15,211.97,274.02,184.85,174.3
Aug,189.24,223.75,95.94,180.41,212.3,176.21,209.86,210.5,189.01,254.9
Sep,176.48,143.46,87.49,135.86,135.58,113.91,134.33,143.72,129.06,88.5
Oct,50.15,73.06,20.74,0.0,42.53,42.65,12.84,45.3,59.15,1.9
Nov,0.2,6.48,4.06,0.14,3.88,0.0,0.01,1.33,9.84,0.0
Dec,0.74,2.11,18.06,0.45,0.84,0.0,1.79,1.24,3.68,0.0
