Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.88,13.74,0.82,12.58,16.23,0.03,1.26,9.25,0.0,0.89,0.0,3.02,0.0
Feb,4.12,19.84,0.73,2.44,14.01,20.99,0.0,5.74,0.0,0.07,8.5,8.96,0.0
Mar,12.91,11.46,6.27,9.72,8.81,4.04,11.78,7.46,8.13,10.4,7.34,11.94,0.0
Apr,3.3,7.34,0.0,3.84,7.78,8.63,0.0,5.13,22.51,0.0,0.01,13.6,1.1
May,32.91,29.49,52.59,22.58,35.47,28.51,17.82,36.28,48.2,17.8,31.12,44.95,41.1
Jun,126.79,130.72,74.76,126.83,137.28,80.37,68.84,70.31,66.28,66.79,51.15,71.99,6.6
Jul,278.44,308.08,0.0,294.15,303.24,0.0,255.14,295.84,353.93,253.76,319.25,351.12,174.3
Aug,260.38,271.67,192.39,259.37,233.8,193.54,170.69,205.02,176.18,156.28,224.52,178.59,254.9
Sep,180.07,201.62,52.31,176.67,183.23,66.39,260.72,206.78,70.43,195.94,193.74,93.94,88.5
Oct,81.43,74.32,0.0,82.03,74.25,0.0,62.7,45.39,8.01,54.91,40.24,12.79,1.9
Nov,0.38,6.72,0.44,0.31,6.67,0.0,0.31,10.53,14.49,0.0,7.43,9.28,0.0
Dec,0.12,1.5,0.12,0.26,1.42,0.0,0.1,0.66,0.0,0.1,0.58,0.0,0.0
