Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.59,8.48,0.0,3.05,8.28,1.96,20.64,18.05,16.1,17.53,18.31,8.53,0.0
Feb,2.63,6.47,0.73,2.23,5.16,0.31,13.3,11.98,11.16,12.45,12.94,18.44,17.3
Mar,6.74,11.85,0.9,6.01,11.28,0.0,5.75,18.02,8.09,2.89,21.3,0.0,0.0
Apr,4.48,6.14,0.91,3.33,7.6,9.95,0.1,6.8,0.0,0.0,6.64,0.54,24.0
May,4.35,9.52,2.79,6.12,12.7,1.14,0.38,10.96,6.36,1.6,15.8,19.37,0.0
Jun,121.65,142.67,84.37,127.52,140.53,88.4,69.52,124.53,89.19,77.12,81.32,83.46,175.1
Jul,235.71,256.68,164.44,239.06,252.99,171.79,391.49,323.9,0.0,371.21,276.51,0.0,217.7
Aug,228.83,212.37,127.4,220.68,206.51,133.23,304.94,255.1,143.25,305.3,249.83,139.76,151.5
Sep,132.5,144.36,87.25,154.51,143.98,101.31,172.67,198.95,107.39,176.52,200.87,116.93,89.6
Oct,55.52,53.25,30.76,55.13,56.4,43.59,63.99,57.66,50.61,64.01,57.29,45.31,0.0
Nov,5.62,23.65,1.84,8.55,25.03,12.38,12.68,21.24,18.29,12.82,0.0,7.51,0.0
Dec,0.64,10.22,0.11,0.66,10.14,18.7,0.34,8.33,19.92,2.33,13.25,12.52,0.2
