Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.82,4.79,0.0,0.1,0.0,12.06,0.0,0.0,4.44,0.0
Feb,0.59,1.16,0.0,0.0,0.26,8.65,0.33,0.24,3.29,0.0
Mar,0.11,4.06,19.5,0.0,4.89,0.0,0.0,4.4,0.0,0.0
Apr,0.25,0.86,3.79,1.57,0.87,0.0,0.76,1.75,7.25,0.0
May,12.07,0.0,0.0,37.84,0.0,1.66,4.86,0.0,1.81,0.0
Jun,89.75,9.81,6.83,103.2,56.38,15.98,102.57,51.64,39.2,50.4
Jul,184.34,180.14,54.27,285.25,285.67,204.98,278.26,323.61,219.83,215.1
Aug,78.82,147.91,40.42,250.61,195.24,191.78,194.2,220.7,192.59,137.0
Sep,110.9,140.87,36.58,90.8,98.08,85.37,92.28,77.3,84.57,111.9
Oct,1.98,9.51,0.0,0.0,1.52,8.84,0.76,10.37,6.64,0.0
Nov,1.04,15.27,20.87,0.0,6.19,24.7,0.0,6.0,20.18,0.0
Dec,3.1,1.92,7.48,0.1,0.28,0.0,0.51,0.49,0.0,0.0
