Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,7.31,0.0,0.0,7.13,11.69,6.17,6.17,2.14,0.0
Feb,0.0,6.33,0.0,3.07,12.21,5.32,4.22,11.45,16.79,3.2
Mar,0.0,0.08,0.0,17.44,21.0,17.09,12.46,22.73,12.68,1.8
Apr,1.02,1.87,4.88,5.68,5.92,14.51,14.42,5.25,9.22,9.7
May,4.22,9.52,12.96,0.41,16.78,0.0,0.66,10.96,8.28,12.5
Jun,11.2,25.05,35.43,83.5,106.91,23.8,86.28,106.16,46.59,87.3
Jul,50.94,69.43,54.84,79.91,82.15,53.94,79.67,82.36,53.48,202.3
Aug,32.61,40.05,29.31,111.4,72.13,64.79,111.18,75.5,67.94,22.7
Sep,5.16,23.44,21.8,8.8,43.57,44.31,28.68,47.22,41.95,62.4
Oct,1.01,2.07,0.0,2.19,7.75,0.0,3.65,30.16,6.58,0.0
Nov,0.1,1.73,0.0,1.41,2.02,9.33,4.64,31.3,24.82,0.0
Dec,2.11,5.65,0.0,0.1,4.48,6.41,6.11,6.22,14.3,0.0
