Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.8,14.22,0.0,40.9,9.06,0.0,2.09,8.87,12.06,0.0
Feb,3.88,7.25,15.33,0.1,3.72,0.0,0.0,4.61,14.25,16.1
Mar,6.9,10.62,11.3,4.61,8.71,3.81,11.95,8.21,8.11,2.9
Apr,61.64,54.26,30.44,58.43,55.16,43.68,48.74,65.77,28.61,54.3
May,120.42,121.92,37.67,111.2,116.07,76.89,133.96,137.81,85.17,94.9
Jun,149.94,142.42,104.84,116.72,135.87,119.61,123.42,119.5,135.92,140.9
Jul,261.78,261.61,120.22,304.4,374.84,223.29,349.51,359.47,241.39,185.5
Aug,197.97,216.46,122.98,260.62,197.56,196.41,227.44,189.72,207.57,120.4
Sep,225.53,184.24,66.27,163.2,180.06,172.63,193.78,160.91,181.84,99.6
Oct,75.93,103.15,31.44,0.0,39.59,79.76,43.3,48.06,85.63,72.8
Nov,8.37,8.61,9.19,0.0,18.86,16.17,0.0,8.23,0.0,2.9
Dec,0.91,5.05,0.0,0.02,2.36,0.0,0.0,3.37,5.33,25.4
