Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.72,8.6,5.18,11.09,8.84,0.0,5.39,11.26,19.85,4.4,1.38,12.3,0.1
Feb,3.51,7.59,0.0,2.15,6.39,11.67,1.86,5.8,11.52,1.29,6.17,2.2,0.0
Mar,2.49,5.32,3.89,7.36,5.67,10.75,9.37,0.0,3.39,0.0,0.0,13.41,2.2
Apr,1.5,3.99,0.0,3.81,5.87,14.95,14.82,21.4,8.27,3.05,21.71,0.37,27.7
May,6.67,12.04,0.0,11.24,12.18,19.34,29.24,10.3,0.28,21.3,10.34,9.2,9.9
Jun,35.44,52.8,40.88,34.9,52.67,50.21,44.35,52.09,41.62,45.1,61.83,51.02,108.6
Jul,213.57,234.18,97.77,217.44,238.4,102.49,158.15,187.84,107.02,161.53,211.65,117.49,299.5
Aug,206.53,221.44,76.35,221.02,227.84,83.97,422.49,208.1,87.92,426.8,264.09,96.41,192.2
Sep,93.28,102.43,28.66,94.51,101.08,25.9,33.88,99.18,60.1,33.25,51.92,35.45,155.1
Oct,3.44,10.81,0.17,2.02,5.39,0.0,31.72,13.05,7.28,31.89,50.36,26.64,19.9
Nov,0.19,5.75,0.11,0.23,6.99,0.0,0.0,1.16,8.48,0.0,0.85,12.98,0.0
Dec,3.33,4.14,1.53,0.53,4.11,3.0,1.26,0.3,0.0,1.3,0.17,0.0,0.0
