Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.25,22.92,0.0,22.93,22.3,7.18,4.2,7.16,18.66,4.82,31.9,16.43,0.1
Feb,8.76,29.61,0.55,8.81,36.21,3.6,1.03,0.13,2.19,1.13,3.6,0.0,28.4
Mar,18.88,39.38,14.64,17.03,26.47,12.4,0.0,18.51,29.01,0.0,0.0,13.72,26.3
Apr,64.59,108.67,9.5,37.5,0.0,44.49,64.24,32.4,13.09,58.28,0.0,23.18,62.7
May,124.41,113.74,64.23,119.15,69.91,73.87,91.48,86.53,75.64,86.36,168.15,76.62,149.0
Jun,19.51,137.38,5.57,13.28,0.0,42.37,8.11,8.9,7.49,8.83,9.3,14.15,8.0
Jul,72.61,125.73,15.59,47.51,30.17,20.61,68.67,20.91,23.79,68.36,54.5,25.7,52.5
Aug,130.16,120.47,89.94,126.45,68.97,99.79,32.9,45.33,82.77,28.34,61.07,71.72,58.5
Sep,110.94,110.07,104.62,106.63,89.31,108.76,71.73,13.24,97.38,40.77,0.0,51.66,108.4
Oct,228.97,241.59,106.91,210.1,187.53,118.15,142.34,97.88,112.08,128.93,99.87,115.61,182.7
Nov,165.35,177.77,54.32,164.21,173.85,67.23,93.85,61.48,74.67,105.04,5.17,76.9,75.2
Dec,48.24,63.25,81.24,48.31,61.91,78.54,71.67,58.28,72.19,90.6,29.8,102.57,7.5
