Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.56,0.5,0.1,1.53,8.92,0.0,3.68,14.01,0.0,0.47,6.34,0.0
Feb,0.1,1.51,0.0,0.1,0.25,0.0,0.11,0.07,4.93,0.09,0.08,3.75,0.0
Mar,0.1,1.18,0.0,0.1,1.34,3.17,0.0,0.09,8.51,0.0,1.21,0.0,0.0
Apr,0.1,0.95,0.0,0.1,1.9,0.0,7.16,4.72,7.82,8.84,6.7,2.91,0.0
May,0.1,4.86,0.38,0.61,5.75,1.29,1.31,1.89,1.22,0.75,2.41,0.0,0.0
Jun,117.74,103.56,70.35,116.39,118.61,79.64,26.46,51.43,41.91,26.68,48.26,48.0,65.3
Jul,343.34,304.57,0.0,289.71,283.15,0.0,331.65,93.77,448.14,429.19,70.67,412.15,263.3
Aug,168.91,193.38,114.05,172.17,188.67,117.54,225.74,250.88,137.73,224.28,274.85,141.82,225.4
Sep,108.67,128.86,44.44,108.29,127.73,52.02,60.72,93.64,89.22,59.46,64.1,107.47,51.1
Oct,3.56,13.45,0.34,3.32,14.07,5.0,35.04,33.57,20.59,35.3,0.0,46.39,0.0
Nov,0.23,7.64,0.24,0.1,7.89,16.09,0.0,0.0,9.0,0.0,0.0,0.0,0.0
Dec,0.11,1.59,0.75,0.14,1.6,3.53,0.43,1.03,0.0,0.39,1.06,5.06,0.0
