Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.73,3.21,0.0,0.0,5.54,10.21,11.18,10.37,2.93,0.0
Feb,0.0,5.01,11.69,0.0,0.0,1.72,0.01,0.56,8.16,4.9
Mar,15.93,16.37,0.92,0.0,0.0,8.72,8.5,0.0,12.41,51.7
Apr,52.6,59.32,5.07,67.7,41.68,30.82,29.61,39.54,39.94,21.9
May,195.74,155.4,29.24,127.33,125.41,74.86,147.25,122.74,80.65,134.5
Jun,69.04,78.82,15.21,69.4,75.49,66.9,72.27,58.59,64.92,42.9
Jul,89.66,88.16,10.51,68.87,76.65,79.15,45.27,56.76,76.99,42.3
Aug,105.99,134.16,11.62,56.47,86.66,78.85,105.14,185.95,86.16,41.3
Sep,176.25,167.02,28.85,27.32,68.68,105.49,37.18,106.97,113.18,113.3
Oct,186.62,185.15,58.92,82.92,94.54,100.38,96.96,133.29,111.51,75.0
Nov,45.27,85.79,35.29,0.0,82.2,92.26,36.8,66.26,89.17,11.9
Dec,2.86,12.53,8.38,8.3,24.26,10.63,8.62,18.69,13.75,6.3
