Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.11,0.49,0.71,0.1,0.44,0.0,0.0,1.87,2.05,0.0
Feb,0.12,1.36,17.98,0.1,4.4,11.8,0.59,4.27,0.0,0.0
Mar,0.0,1.24,0.0,0.1,2.62,4.27,0.1,3.23,3.55,0.0
Apr,0.12,1.76,19.53,0.98,6.51,0.0,2.61,5.99,4.73,0.0
May,0.25,0.52,5.79,0.59,0.97,0.0,0.54,0.84,0.0,0.0
Jun,166.65,174.7,105.66,87.64,92.32,33.84,0.0,123.64,78.54,93.5
Jul,367.71,402.5,187.75,387.94,370.04,193.43,362.53,271.23,246.66,347.3
Aug,334.47,337.62,115.48,220.71,205.52,195.83,243.45,253.62,195.54,197.1
Sep,187.5,193.2,67.36,61.6,246.28,167.69,153.21,214.66,186.54,46.8
Oct,22.2,7.36,26.9,63.17,34.07,5.51,72.34,31.91,19.77,0.0
Nov,4.42,19.11,0.0,0.93,0.81,0.92,2.42,0.82,0.0,0.0
Dec,0.14,1.83,17.41,0.1,2.58,0.0,0.11,0.0,0.0,0.0
