Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,21.74,13.37,0.0,30.03,14.67,0.0,50.46,14.87,58.57,52.68,16.66,17.1,4.0
Feb,5.9,15.3,0.0,11.27,13.81,0.0,12.47,11.83,0.97,11.29,0.0,7.99,8.0
Mar,10.86,14.76,3.69,15.41,12.36,0.0,25.38,0.0,13.47,21.42,33.95,12.39,5.4
Apr,4.5,9.04,4.1,4.7,7.69,0.0,0.82,6.79,6.2,6.14,8.19,10.08,8.8
May,8.45,13.75,0.0,8.66,15.27,0.0,7.44,29.97,0.0,7.46,42.34,24.3,3.3
Jun,42.44,44.57,39.23,41.84,44.71,36.67,26.72,48.91,19.49,26.75,41.94,35.95,109.0
Jul,127.14,143.6,110.18,116.01,143.48,118.28,85.89,125.37,95.65,85.15,155.28,98.21,193.3
Aug,131.07,141.52,52.73,128.78,127.49,60.89,198.18,67.11,47.47,192.48,107.6,58.16,76.0
Sep,51.37,72.97,97.92,53.35,97.89,92.4,0.0,34.29,40.12,0.0,36.04,77.92,316.5
Oct,1.31,7.16,0.23,0.48,0.0,9.29,0.0,0.0,8.02,0.0,0.0,15.64,5.5
Nov,0.17,4.88,0.86,0.28,4.55,9.35,0.14,7.65,5.07,0.18,3.75,0.0,0.5
Dec,5.91,7.23,3.65,4.36,6.3,8.2,10.29,8.27,5.32,9.68,9.32,10.09,4.0
