Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,2.12,0.0,13.44,12.49,15.05,23.8,11.18,0.0,0.0
Feb,0.43,1.84,14.5,0.1,0.0,8.38,0.0,0.0,0.0,0.0
Mar,0.29,3.31,5.86,0.32,3.55,10.05,0.04,3.5,0.0,0.0
Apr,0.04,2.04,0.0,5.41,7.81,10.33,1.99,8.04,0.0,0.0
May,0.0,0.0,4.45,0.75,1.04,0.0,0.96,0.9,4.45,1.1
Jun,25.4,6.73,31.97,48.18,43.16,22.7,43.89,34.54,17.09,33.7
Jul,120.17,156.23,76.71,304.59,258.59,165.06,144.28,398.57,208.28,94.4
Aug,77.68,96.01,40.0,146.91,104.53,87.91,130.23,116.21,109.79,23.8
Sep,115.02,155.45,19.39,191.92,92.16,45.35,168.71,104.42,75.5,4.1
Oct,5.46,14.02,18.95,24.82,12.06,5.42,30.83,14.42,12.48,0.0
Nov,0.1,10.97,4.12,2.79,18.09,0.0,6.98,23.55,4.51,0.0
Dec,0.18,2.69,14.28,0.0,2.5,20.59,0.0,3.86,9.58,0.0
