Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,48.59,33.14,15.64,92.16,40.7,76.93,110.72,126.14,101.74,124.53,96.82,103.84,1.8
Feb,37.0,46.61,21.74,46.4,72.45,14.44,66.59,88.93,40.74,61.87,51.02,54.36,36.8
Mar,33.02,42.31,12.22,51.09,56.29,31.76,62.45,60.33,59.7,64.25,131.32,58.94,74.6
Apr,28.91,39.54,17.42,0.0,55.75,60.72,37.27,59.28,72.13,37.88,60.59,90.07,40.1
May,37.67,41.04,1.03,23.64,40.8,8.13,14.14,0.58,29.68,13.56,0.0,35.18,36.0
Jun,87.97,102.98,27.23,88.64,103.59,34.22,25.53,38.57,49.14,25.96,28.44,44.21,24.9
Jul,82.61,169.19,35.3,87.99,127.1,55.64,34.88,28.14,44.87,36.84,24.63,47.77,51.9
Aug,28.34,161.93,24.37,53.18,76.3,29.37,33.27,64.07,49.32,29.35,37.44,57.67,24.5
Sep,114.28,131.42,36.68,83.95,102.68,39.44,32.8,58.19,47.58,32.16,41.98,38.69,78.8
Oct,4.75,18.29,0.0,3.8,13.95,0.0,0.0,5.68,12.72,0.0,0.0,13.54,0.0
Nov,4.96,10.7,11.61,11.7,8.14,3.71,11.88,17.44,7.6,11.53,13.62,13.72,35.7
Dec,24.4,20.83,7.79,13.31,25.86,0.0,61.3,24.58,0.85,16.68,25.18,27.44,13.3
