Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.32,13.91,10.11,0.0,23.35,5.75,1.86,22.81,0.0,0.0
Feb,3.2,23.8,0.0,0.0,3.81,17.24,3.78,3.73,4.5,2.2
Mar,0.1,21.82,2.55,3.0,0.0,0.0,4.61,0.0,9.46,0.0
Apr,3.47,16.34,13.4,2.54,8.55,0.0,4.51,8.55,5.5,0.2
May,52.34,32.33,19.4,12.27,34.58,0.74,0.0,32.9,25.83,3.8
Jun,57.93,73.3,48.74,80.54,81.92,6.03,70.85,85.19,29.9,73.3
Jul,384.41,255.8,139.86,375.5,371.76,139.7,383.76,373.65,232.72,221.8
Aug,214.77,243.3,105.8,338.8,272.42,179.26,339.41,280.27,212.6,219.7
Sep,237.14,145.0,46.94,239.12,181.46,80.64,218.47,162.26,130.23,147.9
Oct,47.35,48.64,0.0,43.04,38.74,0.0,36.42,2.75,18.99,3.4
Nov,0.0,6.51,0.0,1.32,4.69,0.0,5.89,4.65,2.58,0.0
Dec,3.45,3.16,13.46,0.0,0.12,0.0,0.52,0.23,0.0,4.0
