Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.87,12.59,0.0,0.51,10.77,4.4,0.84,0.26,0.0,0.0,0.0,0.0,0.0
Feb,17.62,21.26,0.25,8.9,18.01,20.45,28.05,27.66,18.28,23.14,28.78,16.03,0.4
Mar,24.73,25.08,39.59,7.1,10.23,21.0,5.21,0.0,0.0,5.06,0.0,38.73,0.4
Apr,41.03,41.29,10.31,46.57,34.26,34.17,45.3,51.25,36.22,44.66,59.74,26.6,44.2
May,75.65,77.06,32.2,107.5,89.1,44.47,103.28,76.93,43.72,101.19,96.17,54.76,95.9
Jun,180.67,229.69,117.73,214.19,230.57,141.52,235.79,207.62,138.06,224.83,189.49,153.27,424.6
Jul,670.33,346.36,464.52,291.02,459.16,440.99,468.96,582.51,0.0,449.93,596.85,0.0,460.6
Aug,335.44,321.56,0.0,321.0,348.96,0.0,343.29,459.7,0.0,342.94,586.8,0.0,257.9
Sep,243.37,257.94,165.05,244.31,251.04,172.75,214.58,229.72,181.23,214.75,220.96,189.21,181.3
Oct,157.86,148.54,225.36,159.0,180.03,226.18,75.15,103.98,135.77,77.77,73.7,162.17,127.5
Nov,7.62,23.2,7.92,13.16,35.96,11.8,0.0,18.73,26.52,0.0,14.72,25.51,4.4
Dec,0.04,6.37,18.55,21.51,12.44,10.84,58.59,8.89,10.4,59.29,9.08,7.01,9.5
