Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.04,18.47,0.0,13.0,6.66,11.58,9.29,10.91,0.0,0.0
Feb,5.78,6.85,11.96,0.0,8.21,0.0,0.0,2.27,7.09,0.0
Mar,6.99,0.0,22.67,0.0,8.38,23.99,9.19,5.93,4.99,1.3
Apr,15.09,19.52,24.48,55.21,52.74,4.01,78.54,59.89,11.92,50.0
May,44.13,72.77,18.77,157.26,142.49,68.51,161.75,110.61,103.03,73.2
Jun,101.79,114.77,85.96,268.77,209.11,144.76,208.3,207.43,162.32,150.5
Jul,456.25,211.93,139.59,235.57,273.27,204.28,306.99,274.26,230.54,258.6
Aug,215.19,207.52,78.75,346.03,266.89,248.81,232.01,242.53,252.07,230.4
Sep,132.18,142.41,63.49,167.22,186.7,151.14,190.45,152.96,167.81,143.4
Oct,48.53,73.46,41.0,22.41,54.85,56.28,33.5,54.35,58.17,11.3
Nov,0.72,6.45,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0
Dec,0.16,2.14,5.46,0.1,0.05,10.19,0.16,0.06,0.0,5.1
