Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.64,13.73,12.34,8.42,3.24,7.97,4.78,7.67,0.0,0.0
Feb,6.19,5.53,15.92,0.15,9.06,0.0,0.0,7.93,9.06,0.1
Mar,17.6,9.11,10.31,10.1,16.61,21.88,7.92,15.53,1.94,15.1
Apr,67.35,59.99,9.77,38.18,43.42,22.56,42.64,57.29,18.73,82.6
May,82.96,92.48,56.39,184.19,127.5,93.72,180.24,158.89,94.13,43.5
Jun,180.96,130.63,100.73,156.31,170.77,132.95,202.76,197.23,166.15,158.1
Jul,245.01,234.68,127.95,464.0,402.29,258.82,308.93,390.69,271.74,329.7
Aug,257.66,222.8,124.71,279.38,298.21,237.06,268.54,290.19,247.49,174.7
Sep,300.4,178.12,98.84,200.54,170.53,188.2,180.92,158.0,192.77,154.3
Oct,112.21,112.41,18.88,66.97,15.36,99.04,41.5,26.43,110.29,16.0
Nov,7.39,7.08,14.24,4.62,9.0,7.38,8.1,3.59,3.89,0.0
Dec,0.74,5.2,18.52,1.1,5.78,18.63,1.78,13.02,0.0,26.7
