Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,33.67,28.26,0.0,20.34,0.0,18.99,0.0,0.0,14.34,0.0
Feb,0.0,0.58,22.42,0.1,0.0,18.71,0.0,0.0,9.26,20.2
Mar,4.86,0.0,0.0,23.88,0.0,5.24,32.18,0.0,0.0,0.0
Apr,5.13,3.01,11.37,2.41,11.06,13.96,6.72,8.22,5.47,0.0
May,4.34,3.83,21.48,0.0,17.28,3.51,2.87,18.2,14.21,21.8
Jun,42.34,66.74,49.02,57.8,78.26,25.66,64.68,101.14,50.07,93.2
Jul,292.86,251.82,88.97,470.9,335.84,293.64,311.21,358.89,322.88,400.4
Aug,262.07,293.45,86.13,179.02,267.06,289.2,207.29,294.0,293.73,365.8
Sep,89.91,148.92,42.69,129.8,133.71,113.25,116.57,189.86,119.41,95.4
Oct,40.71,35.17,24.69,91.06,58.26,32.15,90.48,59.81,37.45,2.6
Nov,8.46,13.12,0.0,4.55,11.2,19.34,0.87,7.04,18.82,0.0
Dec,4.4,6.75,0.0,9.25,5.19,5.98,6.03,7.53,0.0,0.0
