Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.9,15.5,6.27,10000.0,5.31,7.08,10000.0,20.16,0.0,0.0
Feb,5.71,4.53,4.09,10000.0,0.0,4.51,10000.0,0.0,0.56,0.0
Mar,12.9,0.0,21.43,8.81,0.0,4.6,9.19,0.0,17.46,0.0
Apr,4.54,4.77,0.0,10000.0,40.52,23.33,10000.0,100.5,13.83,16.3
May,8.8,5.9,7.25,10000.0,0.0,27.76,10000.0,134.3,28.04,40.3
Jun,63.09,39.32,91.19,105.85,96.38,42.21,94.03,20.04,64.16,48.8
Jul,76.97,135.51,132.31,0.0,159.32,158.75,210.88,314.08,161.01,167.3
Aug,302.93,162.81,133.64,256.32,219.82,170.39,193.47,225.27,175.99,150.5
Sep,96.68,100.67,69.76,81.45,144.06,117.93,99.18,165.32,129.49,114.3
Oct,44.36,72.49,16.1,12.99,16.14,63.42,0.0,18.09,71.41,13.6
Nov,2.81,10.7,0.0,0.0,2.15,3.39,0.0,2.89,3.04,0.0
Dec,1.16,3.29,8.49,0.13,0.0,10.22,0.02,0.15,10.43,8.2
