Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.06,11.92,13.88,15.91,15.1,4.71,20.38,9.16,6.71,6.5
Feb,2.78,12.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.8
Mar,28.95,8.31,8.42,20.33,35.14,4.33,9.09,28.22,14.12,9.9
Apr,49.22,0.0,40.75,31.86,26.71,2.07,0.75,13.38,5.59,9.2
May,16.32,42.72,51.77,68.46,70.53,50.68,79.48,73.23,52.7,129.0
Jun,29.54,48.09,17.18,20.48,10.2,22.91,20.44,10.43,10.43,9.4
Jul,0.0,67.73,32.41,10.17,18.38,21.41,15.35,16.09,11.98,70.7
Aug,166.14,76.51,49.33,217.02,83.6,58.46,62.65,74.87,70.38,5.8
Sep,134.39,101.67,43.09,157.3,102.44,57.83,113.75,100.28,75.63,57.3
Oct,142.46,175.24,56.73,92.9,135.39,89.29,96.73,130.7,93.62,78.3
Nov,140.88,126.13,20.6,57.3,69.09,118.2,64.5,52.93,124.31,124.0
Dec,45.62,70.75,16.95,56.79,32.18,41.1,71.95,38.91,45.19,5.8
