Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,65.09,42.86,0.0,0.0,18.14,29.79,0.0,0.0,23.24,15.2
Feb,40.72,39.42,23.69,13.4,36.33,34.66,7.19,37.29,29.38,7.2
Mar,7.07,27.6,2.5,21.8,5.37,2.21,14.34,10.24,14.79,10.4
Apr,13.56,29.54,29.95,36.03,37.29,3.46,33.59,36.16,16.08,80.6
May,96.64,61.28,35.86,52.84,54.46,23.24,27.07,55.84,19.93,32.1
Jun,196.38,223.86,88.68,205.74,256.91,93.22,203.95,267.9,160.48,192.6
Jul,618.09,549.61,185.94,594.53,585.17,455.6,615.07,502.03,478.2,450.4
Aug,470.94,417.38,145.23,411.8,430.36,398.03,450.22,261.86,410.36,606.4
Sep,370.58,315.52,101.0,295.03,267.61,253.52,267.5,399.96,259.79,298.4
Oct,19.15,75.96,23.73,14.1,30.28,38.58,17.42,140.84,41.69,5.7
Nov,20.12,19.74,12.61,0.0,7.15,0.0,4.23,8.5,13.99,15.7
Dec,2.26,14.53,0.0,4.95,42.95,0.0,6.84,63.75,0.43,0.9
