Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.91,10.03,0.0,0.0,5.15,17.08,5.78,0.0,8.62,0.0
Feb,1.71,4.76,12.63,2.7,4.46,19.66,1.64,6.05,5.6,13.3
Mar,0.83,5.78,0.0,4.02,1.51,0.0,0.0,3.08,10.04,1.5
Apr,0.8,3.65,0.0,2.5,0.0,7.83,0.37,0.0,0.0,3.7
May,7.53,6.42,4.01,9.37,0.0,9.9,0.0,0.0,3.25,0.5
Jun,107.04,127.41,67.21,130.15,151.01,89.44,128.41,151.65,108.2,113.5
Jul,348.91,434.52,122.03,334.4,395.7,372.37,406.99,426.37,380.22,352.9
Aug,350.11,351.49,97.95,135.1,266.16,265.03,284.88,374.97,267.89,264.5
Sep,37.48,392.62,53.17,80.69,121.78,97.97,111.68,59.4,101.8,75.3
Oct,12.26,21.59,0.42,7.16,67.05,38.46,8.92,90.32,50.54,12.9
Nov,0.68,18.67,0.0,0.0,9.82,2.07,0.0,11.47,22.21,0.0
Dec,4.84,14.61,0.0,0.3,2.92,0.0,2.34,9.87,4.09,0.0
