Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,5.69,4.9,10000,0.0,0.72,10000,0.0,0.08,
Feb,10.65,14.97,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Mar,40.45,0.0,3.99,10000,10000.0,10000.0,10000,10000.0,10000.0,
Apr,36.12,42.5,23.37,10000,10000.0,10000.0,10000,10000.0,10000.0,
May,21.53,90.83,79.39,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jun,241.12,184.71,109.14,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jul,288.65,332.7,82.83,10000,10000.0,10000.0,10000,10000.0,10000.0,
Aug,119.38,206.03,70.59,10000,10000.0,10000.0,10000,10000.0,10000.0,
Sep,213.39,231.31,68.15,10000,10000.0,10000.0,10000,10000.0,10000.0,
Oct,103.69,123.23,30.55,10000,343.82,123.73,10000,489.12,126.82,85.2
Nov,26.66,32.13,4.13,10000,81.68,81.43,10000,85.17,80.4,4.0
Dec,2.58,5.21,0.0,10000,0.0,4.77,10000,0.0,7.87,14.3
