Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.82,9.79,0.99,8.06,11.16,7.91,10.91,8.5,6.61,19.81,11.52,12.6,0.0
Feb,5.4,9.6,0.48,1.29,6.88,4.8,0.0,3.24,0.0,0.0,4.01,0.0,0.5
Mar,2.73,16.51,0.0,10.44,16.45,25.68,13.18,31.31,7.44,25.19,31.02,33.13,4.6
Apr,26.13,28.86,5.7,26.5,28.74,25.31,40.25,21.26,2.43,49.05,46.65,10.17,88.8
May,82.56,90.98,74.45,85.92,95.41,78.96,98.93,54.4,71.28,115.89,63.89,90.4,232.8
Jun,202.76,217.29,121.46,207.29,235.23,130.32,274.47,224.58,131.61,270.45,229.51,151.2,93.7
Jul,381.91,380.2,0.0,377.67,397.45,0.0,498.09,460.66,0.0,474.14,529.89,0.0,332.1
Aug,613.84,328.38,470.49,433.61,381.23,396.19,95.6,522.09,225.44,168.34,500.75,69.67,363.9
Sep,270.09,247.87,164.94,241.57,307.49,170.54,192.13,285.05,184.08,192.66,341.37,192.97,211.9
Oct,67.95,82.22,41.29,67.78,81.72,50.25,64.36,63.54,51.04,62.24,53.82,50.79,30.7
Nov,0.52,6.76,0.0,0.45,6.73,0.0,0.1,0.23,0.0,0.07,0.28,0.0,0.0
Dec,0.1,2.19,0.32,0.22,2.27,0.0,0.0,0.06,3.37,0.0,0.0,8.12,6.4
