Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.13,1.66,0.0,0.1,0.0,12.57,0.0,0.0,1.48,0.0
Feb,0.1,0.49,9.73,0.21,0.0,5.55,0.0,0.0,0.0,0.0
Mar,0.27,1.33,0.0,0.1,0.0,5.92,0.45,0.0,1.47,0.0
Apr,0.42,0.99,19.36,0.0,1.4,3.58,0.48,1.9,3.32,0.0
May,0.0,0.85,19.52,0.1,0.0,17.22,0.21,0.0,18.27,0.0
Jun,54.49,65.2,60.04,109.76,50.49,21.12,79.07,49.75,37.53,167.1
Jul,369.92,384.8,127.76,340.71,316.39,287.78,353.08,370.09,295.1,256.4
Aug,377.67,341.85,100.15,205.91,230.95,241.76,226.61,282.73,250.96,257.1
Sep,214.56,343.41,34.64,184.99,149.57,139.58,128.76,139.83,135.88,127.7
Oct,6.8,16.56,4.26,0.1,3.17,13.33,0.13,11.97,9.73,0.0
Nov,0.42,14.89,0.0,0.0,21.17,1.75,0.0,39.71,2.78,0.0
Dec,0.08,2.89,0.82,0.0,5.9,15.26,0.0,5.44,15.3,0.0
