Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.94,4.19,18.22,0.0,0.0,15.63,1.02,0.0,14.29,0.0
Feb,0.27,1.43,0.0,0.0,1.52,6.49,0.51,0.57,0.0,0.0
Mar,0.98,1.47,0.0,2.57,0.0,0.0,0.24,0.0,2.24,0.1
Apr,0.44,1.44,0.0,0.0,2.9,4.35,3.52,2.76,0.0,0.1
May,2.71,4.2,18.21,0.5,0.49,0.0,0.0,0.63,0.0,2.0
Jun,14.72,18.5,40.09,55.09,50.78,25.93,43.44,36.85,16.55,85.4
Jul,176.11,177.98,94.48,39.47,199.29,142.5,192.5,200.79,168.63,158.3
Aug,108.79,155.68,85.14,332.0,241.95,211.93,292.72,273.2,216.77,129.3
Sep,140.55,136.18,48.88,77.59,101.93,62.84,112.69,119.05,68.78,139.4
Oct,4.37,10.74,0.0,18.22,22.43,1.6,24.76,29.53,13.2,0.0
Nov,0.5,9.91,0.0,2.19,12.11,1.79,4.47,12.88,14.65,0.0
Dec,6.52,3.61,15.85,0.1,0.81,7.53,0.0,1.74,10.62,1.7
