Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.97,13.48,0.0,1.32,16.44,0.0,0.0,0.0,1.41,0.0,0.0,0.64,0.0
Feb,22.18,28.99,0.25,31.79,23.07,6.91,32.29,42.32,26.61,32.52,54.92,22.13,0.0
Mar,9.09,34.13,71.72,15.67,23.75,66.35,4.28,4.14,22.09,4.23,324.87,27.56,0.0
Apr,39.41,59.87,1.84,40.19,59.78,32.39,96.28,86.81,22.35,95.28,84.6,60.96,113.7
May,79.8,87.6,31.88,86.04,99.86,39.03,112.39,107.42,60.0,127.36,116.79,67.41,64.0
Jun,232.61,256.32,186.76,232.39,304.88,201.99,220.26,233.86,220.42,205.14,243.47,222.75,419.7
Jul,286.31,307.69,0.0,282.14,391.7,0.0,321.96,560.66,0.0,325.0,671.8,0.0,307.9
Aug,321.3,358.38,0.0,332.86,335.77,0.0,472.74,628.41,0.0,463.29,625.76,0.0,268.7
Sep,274.12,295.82,84.72,273.95,305.3,55.26,312.36,234.36,211.75,306.55,243.56,188.5,221.5
Oct,158.29,137.29,176.14,157.91,142.24,174.99,852.74,196.29,165.08,754.58,98.13,166.86,56.6
Nov,5.8,14.91,19.18,6.6,18.61,20.8,33.86,26.78,9.85,34.22,24.6,23.83,5.6
Dec,0.27,5.74,0.0,0.32,7.6,0.0,39.6,16.52,7.96,39.48,13.34,0.0,9.3
