Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.93,18.66,7.62,0.0,13.09,2.1,4.89,6.83,7.98,11.0
Feb,7.07,13.02,0.0,6.1,10.91,21.97,6.02,8.74,4.47,20.0
Mar,22.92,4.83,0.0,17.5,20.05,23.54,18.45,23.05,5.05,1.7
Apr,3.99,5.22,0.0,13.5,16.72,19.34,21.35,16.0,0.0,12.0
May,5.2,12.39,21.04,3.8,7.94,0.0,2.46,4.25,10.98,12.2
Jun,28.31,38.92,27.75,89.86,57.32,34.75,80.77,54.61,33.21,128.1
Jul,114.96,139.75,74.44,128.68,156.52,114.88,101.34,116.88,113.23,226.8
Aug,151.4,161.6,70.96,144.02,91.24,79.74,112.02,93.5,88.99,142.5
Sep,162.36,157.85,31.46,157.63,133.79,112.08,159.36,149.42,109.01,301.2
Oct,14.39,16.6,12.76,3.8,19.63,5.16,6.02,78.57,2.15,9.7
Nov,1.12,6.16,20.73,0.0,12.91,0.0,2.43,9.63,11.94,0.5
Dec,8.26,9.74,0.0,31.8,8.82,8.12,18.21,20.41,7.92,24.8
