Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.0,12.94,0.0,0.0,3.19,11.7,5.45,9.5,11.97,0.0
Feb,5.34,6.71,22.82,3.58,7.59,0.0,0.0,8.84,6.82,9.9
Mar,0.47,0.5,0.0,0.1,4.21,9.01,0.09,4.25,5.47,0.0
Apr,1.13,2.74,0.64,0.0,12.69,0.0,0.0,9.2,0.0,10.8
May,5.6,11.24,0.0,2.0,50.85,16.96,5.93,47.79,33.91,0.0
Jun,34.34,40.52,36.44,41.4,52.59,13.9,40.57,52.52,40.76,68.6
Jul,124.52,172.89,81.89,211.01,158.93,117.45,164.94,153.67,143.09,232.0
Aug,289.31,277.01,102.42,126.5,188.49,153.7,156.54,156.88,164.13,367.4
Sep,221.5,182.5,62.09,134.57,148.05,124.54,113.89,173.68,137.94,54.1
Oct,8.95,26.8,2.08,13.8,20.07,1.78,13.56,27.02,16.33,0.0
Nov,0.12,4.1,0.0,9.65,7.1,5.07,11.58,7.17,14.23,0.0
Dec,0.14,8.21,1.35,0.26,4.11,4.29,11.53,22.56,0.2,0.0
