Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.77,10.24,0.0,0.0,0.0,15.76,0.15,0.0,22.55,12.0
Feb,9.7,4.74,22.39,3.5,11.87,10.37,7.2,6.11,9.82,15.2
Mar,13.09,24.91,12.1,35.84,11.15,1.69,2.72,17.67,12.88,12.0
Apr,46.24,47.71,16.54,29.41,23.22,21.38,42.68,18.11,20.04,62.0
May,60.89,63.33,30.68,162.21,123.41,67.92,121.5,158.54,76.79,54.3
Jun,195.48,231.54,80.59,175.82,137.72,113.85,159.91,185.11,125.34,219.4
Jul,352.49,218.87,96.08,395.81,288.22,242.29,335.16,385.14,265.11,327.8
Aug,300.15,165.06,107.43,274.45,302.56,214.19,244.88,306.15,229.74,167.7
Sep,105.01,160.97,93.75,83.25,233.23,181.68,241.24,216.24,188.95,115.5
Oct,76.67,46.85,19.98,0.0,68.34,141.92,135.8,0.0,148.56,34.5
Nov,29.62,15.66,0.0,20.98,17.56,24.08,19.39,0.0,13.05,0.0
Dec,0.15,1.29,3.68,7.34,10.84,19.36,0.58,0.0,7.05,28.6
