Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.68,19.91,0.0,13.08,0.01,26.8,14.49,37.22,17.92,16.8
Feb,16.22,18.12,8.35,27.07,15.27,15.98,10.72,4.41,13.97,17.1
Mar,20.5,3.32,12.47,7.06,4.89,4.47,0.0,9.07,12.59,13.8
Apr,9.08,9.53,0.0,45.59,14.51,0.0,22.82,14.76,19.9,11.2
May,13.87,13.98,0.0,3.4,2.11,0.0,1.28,0.0,0.0,4.6
Jun,58.79,62.85,20.52,77.3,92.34,21.67,74.72,91.84,45.22,144.4
Jul,212.28,208.36,86.63,263.6,121.05,121.55,126.52,111.74,145.34,193.8
Aug,279.3,211.78,62.91,90.7,141.86,128.23,122.95,143.37,134.29,203.5
Sep,40.98,190.82,35.82,59.57,95.12,68.8,59.38,165.93,83.33,320.1
Oct,10.03,26.92,0.0,2.7,8.96,21.45,1.0,58.74,20.66,2.6
Nov,0.88,6.45,3.08,0.0,15.03,0.0,0.0,13.86,15.3,4.0
Dec,8.46,14.83,15.98,30.45,14.87,6.92,19.08,23.66,0.67,0.6
