Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,3.92,3.87,7.61,0.0,6.85,5.27,0.0,0.57,0.0
Feb,0.23,1.67,0.28,0.0,0.72,5.53,0.33,0.0,0.0,0.0
Mar,0.3,1.07,8.93,0.0,0.31,0.0,0.55,0.83,3.4,0.0
Apr,0.25,2.93,0.61,3.94,5.21,0.0,4.27,5.64,0.0,0.4
May,0.0,2.07,0.0,3.86,1.61,8.37,0.0,0.0,0.0,0.0
Jun,91.94,57.46,8.83,33.62,62.82,11.99,68.84,70.61,29.84,1.2
Jul,282.88,121.15,54.23,347.22,256.86,118.29,266.74,255.84,156.0,48.3
Aug,66.28,93.92,37.0,124.7,154.84,93.29,91.46,105.53,90.65,75.1
Sep,0.0,88.52,14.61,124.37,111.09,75.12,89.56,123.44,83.19,6.3
Oct,35.28,6.76,3.92,26.61,0.03,0.0,24.07,0.06,3.81,0.0
Nov,0.54,8.68,0.0,0.7,9.38,8.28,0.46,16.76,3.81,0.0
Dec,0.0,2.42,1.95,0.0,0.0,1.03,0.0,0.0,6.1,0.0
