Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.78,2.42,13.06,0.0,9.37,7.49,6.42,0.0,0.0,2.9
Feb,7.4,20.94,0.0,8.61,9.04,12.49,0.0,0.0,3.22,18.5
Mar,70.05,72.48,3.98,29.8,37.04,45.92,47.54,43.71,44.81,39.5
Apr,74.9,86.63,2.36,54.46,115.75,58.22,26.35,105.2,65.12,105.8
May,222.22,220.08,17.72,146.7,102.28,176.66,216.33,125.38,190.08,194.8
Jun,0.0,386.13,46.02,505.7,453.41,308.89,433.82,689.42,323.89,335.2
Jul,314.36,679.93,59.4,492.49,401.97,343.65,383.69,949.01,361.82,548.8
Aug,173.45,374.76,49.43,290.35,354.26,323.94,372.49,571.51,340.47,555.7
Sep,523.19,751.53,62.99,466.6,410.08,348.49,469.31,815.7,363.12,200.1
Oct,33.39,81.62,0.0,56.1,70.11,62.89,76.41,69.53,67.38,45.5
Nov,0.8,2.85,0.0,2.19,1.62,2.15,0.0,1.62,0.0,0.0
Dec,5.01,2.86,0.0,0.1,2.02,12.16,3.08,4.39,5.93,14.3
