Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.59,12.73,0.97,9.03,13.77,0.0,0.28,0.0,0.0,0.12,0.0,2.86,0.0
Feb,7.78,13.01,0.0,6.13,11.25,0.0,5.5,6.11,0.0,7.06,12.75,4.13,0.0
Mar,5.68,12.39,24.65,7.47,10.76,6.92,0.0,1.77,2.0,0.0,0.0,11.0,2.1
Apr,4.78,3.94,0.0,0.0,8.34,0.0,4.85,0.0,3.13,4.46,5.13,10.01,11.9
May,130.07,61.24,63.93,153.21,74.75,86.86,133.15,118.74,134.32,133.09,223.91,134.77,22.3
Jun,158.52,142.83,81.38,143.3,161.16,90.82,178.02,111.37,99.11,173.47,107.7,108.2,97.0
Jul,330.99,321.34,0.0,345.25,325.61,0.0,70.45,239.19,390.19,261.73,407.77,365.03,246.8
Aug,272.74,295.3,412.39,267.23,275.31,412.36,186.92,162.05,290.21,215.24,152.41,290.51,195.9
Sep,179.2,210.59,55.09,179.76,208.53,78.45,106.21,207.93,103.01,104.1,160.31,102.37,96.5
Oct,51.75,74.65,1.68,52.02,73.88,11.71,52.1,60.13,30.89,34.16,11.66,34.11,1.8
Nov,0.54,7.57,0.19,0.56,7.48,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0
Dec,0.1,1.89,0.0,0.32,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
