Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.34,0.0,0.01,0.03,0.0,0.06,0.11,0.0,0.0
Feb,0.1,1.76,4.03,0.0,0.0,0.0,0.0,0.17,10.99,0.7
Mar,0.34,7.43,0.48,5.79,3.1,0.0,0.0,11.2,0.0,0.0
Apr,4.24,10.75,18.3,0.04,0.0,0.0,0.11,0.0,0.0,1.4
May,4.35,2.63,6.23,54.39,7.43,0.0,7.26,0.0,11.12,2.2
Jun,207.92,178.67,67.22,70.35,93.34,91.2,54.2,80.89,84.95,153.4
Jul,130.75,203.4,69.53,85.42,94.28,95.71,106.29,79.69,96.75,58.7
Aug,194.41,144.54,36.01,67.82,113.14,111.16,78.95,77.86,111.2,83.5
Sep,164.68,167.54,67.81,0.0,96.82,119.05,162.11,94.4,126.1,40.5
Oct,61.46,62.61,40.63,54.17,62.44,38.64,0.0,32.54,59.28,5.6
Nov,4.97,22.37,27.54,6.77,18.86,37.78,14.29,8.19,33.67,20.3
Dec,0.26,0.81,16.94,0.2,0.78,0.83,1.0,1.43,0.0,0.0
