Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.19,0.0,0.0,0.1,0.0,0.0,0.0,3.6,0.5
Feb,0.1,0.43,0.0,0.1,0.22,3.13,2.17,5.08,11.33,0.0
Mar,3.22,4.91,19.68,5.29,5.1,0.0,12.71,21.27,11.63,31.7
Apr,30.83,29.86,0.0,31.17,22.56,19.42,12.61,34.8,18.83,23.4
May,110.65,111.14,30.19,33.44,63.16,56.84,75.23,77.01,54.04,82.7
Jun,397.67,393.3,130.66,68.57,60.58,82.57,86.17,46.98,89.94,164.8
Jul,424.37,0.0,164.14,158.8,110.23,185.31,211.69,35.54,194.47,56.8
Aug,183.32,0.0,98.07,77.95,129.34,126.57,127.59,120.06,137.69,57.9
Sep,147.02,163.85,33.9,84.5,109.09,128.55,109.31,144.52,137.71,73.5
Oct,120.77,139.16,28.96,127.86,85.1,100.18,94.46,123.77,102.06,81.6
Nov,84.21,29.67,13.23,38.45,50.59,38.73,48.83,51.81,46.73,6.4
Dec,0.42,3.98,0.0,1.01,4.66,2.48,2.97,9.16,2.94,1.2
