Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.57,13.6,0.0,4.96,12.39,0.62,9.47,19.99,22.72,8.19,7.27,16.14,0.0
Feb,5.76,11.72,0.0,21.3,12.78,17.24,24.85,10.25,11.83,24.21,11.28,13.17,1.0
Mar,6.62,8.02,0.12,5.65,7.31,4.99,4.58,13.43,12.93,4.71,13.58,9.43,0.0
Apr,4.0,5.43,0.0,5.93,6.7,0.0,16.71,7.28,0.0,18.19,11.79,14.23,0.0
May,0.0,36.8,45.72,0.0,41.85,0.0,60.99,55.46,70.27,75.84,55.77,23.23,10.0
Jun,115.31,118.38,40.87,97.74,122.4,70.57,133.61,206.8,63.63,133.13,121.12,88.47,60.2
Jul,415.03,328.1,0.0,354.38,324.24,0.0,604.36,470.79,388.08,508.96,538.46,284.49,238.3
Aug,279.44,287.23,272.77,292.39,275.03,271.11,264.42,333.85,262.61,264.9,432.52,263.54,172.0
Sep,207.97,201.51,177.83,199.07,215.34,180.63,292.12,177.48,170.79,287.88,176.76,170.86,55.0
Oct,49.82,43.76,0.24,49.41,53.4,10.98,82.66,212.88,11.2,83.51,171.02,62.06,0.0
Nov,0.37,6.24,0.87,0.21,8.14,4.42,0.0,0.0,0.0,0.0,0.0,4.99,0.0
Dec,0.94,4.05,0.75,0.22,3.26,0.0,0.34,1.39,0.0,0.17,0.0,2.67,0.0
