Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.94,4.54,10.44,0.0,1.36,0.0,0.0,1.71,0.0,0.5
Feb,3.91,4.33,12.89,0.0,2.48,0.0,0.0,2.38,0.0,0.5
Mar,0.0,0.0,22.07,7.45,0.0,0.0,12.39,0.0,17.21,0.0
Apr,3.38,3.78,0.0,1.97,5.14,0.0,3.88,5.15,0.0,1.9
May,4.4,7.28,24.05,0.0,3.44,0.0,1.79,2.08,0.0,1.8
Jun,16.08,20.12,32.59,55.64,38.11,2.76,40.78,39.48,17.9,50.4
Jul,32.86,60.13,18.39,62.49,79.97,38.95,60.92,80.04,43.77,87.0
Aug,26.66,26.05,32.6,44.29,44.96,38.99,47.23,44.32,52.89,26.4
Sep,10.3,19.89,13.16,56.94,66.06,55.09,61.39,81.34,58.62,9.7
Oct,0.22,2.84,0.0,0.0,3.84,13.24,4.22,14.44,0.0,3.7
Nov,0.13,2.58,0.0,0.1,1.59,0.0,2.31,22.94,21.01,0.0
Dec,1.03,4.34,0.0,1.3,4.66,9.41,0.36,6.63,13.94,0.1
